"prodcode"	"dmdcode"	"gemscriptcode"	"productname"	"drugsubstance"	"strength"	"formulation"	"route"	"bnfcode"	"bnfchapter"
"55530"	"17888211000001107"	"04305020"	"Co-dydramol 10mg/500mg tablets (Phoenix Healthcare Distribution Ltd)"	"Paracetamol/Dihydrocodeine tartrate"	"500mg + 10mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"56006"	"15990111000001107"	"04296020"	"Co-codamol 8mg/500mg tablets (Bristol Laboratories Ltd)"	"Paracetamol/Codeine phosphate"	"500mg + 8mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"56171"	"4006711000001107"	"04334020"	"Co-codamol 30mg/500mg capsules (Kent Pharmaceuticals Ltd)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Capsule"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"56178"	"558511000001103"	"04412020"	"Codeine 60mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd)"	"Codeine phosphate"	"60mg/1ml"	"Solution for injection"	"Intramuscular"	"04070200"	"Opioid Analgesics"
"56205"	"17849211000001105"	"14678020"	"Boots Paracetamol and Codeine Extra capsules (The Boots Company Plc)"	"Paracetamol/Codeine phosphate/Caffeine"	"500mg + 8mg + 30mg"	"Capsule"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"56266"	"292811000001100"	"04311020"	"Co-codamol 30mg/500mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"56340"	"22393711000001105"	"15644021"	"Co-codamol 30mg/500mg caplets (J M McGill Ltd)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"56461"	"188911000001105"	"04310020"	"Co-codamol 30mg/500mg tablets (Kent Pharmaceuticals Ltd)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"56549"	"22032011000001109"	"14519021"	"Co-codamol 8mg/500mg effervescent tablets (Waymade Healthcare Plc)"	"Codeine phosphate/Paracetamol"	"8mg + 500mg"	"Effervescent tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"56559"	"17888011000001102"	"04406020"	"Codeine 30mg tablets (Phoenix Healthcare Distribution Ltd)"	"Codeine phosphate"	"30mg"	"Tablet"	"Oral"	"01040200/03090100/04070200"	"Antimotility Drugs/Cough Suppressants/Opioid Analgesics"
"56565"	"17879911000001100"	"13497020"	"Co-codamol 15mg/500mg tablets (A A H Pharmaceuticals Ltd)"	"Codeine phosphate/Paracetamol"	"15mg + 500mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"56817"	"17967711000001105"	"04402020"	"Codeine 15mg tablets (Almus Pharmaceuticals Ltd)"	"Codeine phosphate"	"15mg"	"Tablet"	"Oral"	"01040200/03090100/04070200"	"Antimotility Drugs/Cough Suppressants/Opioid Analgesics"
"57097"	"8825111000001108"	"04335020"	"Co-codamol 30mg/500mg capsules (Alliance Healthcare (Distribution) Ltd)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Capsule"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"57197"	"22038511000001104"	"14517021"	"Co-dydramol 10mg/500mg tablets (Waymade Healthcare Plc)"	"Paracetamol/Dihydrocodeine tartrate"	"500mg + 10mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"57353"	"22633311000001105"	"16704021"	"Co-codamol 30mg/500mg caplets (DE Pharmaceuticals)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"57381"	"273211000001103"	"53535020"	"Codeine 60mg tablets (Teva UK Ltd)"	"Codeine phosphate"	"60mg"	"Tablet"	"Oral"	"01040200/03090100/04070200"	"Antimotility Drugs/Cough Suppressants/Opioid Analgesics"
"57465"	"22633511000001104"	"16702021"	"Co-codamol 8mg/500mg caplets (DE Pharmaceuticals)"	"Paracetamol/Codeine phosphate"	"500mg + 8mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"57487"	"21946811000001109"	"47335020"	"Codeine 30mg tablets (Waymade Healthcare Plc)"	"Codeine phosphate"	"30mg"	"Tablet"	"Oral"	"01040200/03090100/04070200"	"Antimotility Drugs/Cough Suppressants/Opioid Analgesics"
"57752"	"8427911000001107"	"19573020"	"Codeine 10mg/5ml oral solution"	"Codeine phosphate"	"2mg/1ml"	"Oral solution"	"Oral"	"01040200/03090100/04070200"	"Antimotility Drugs/Cough Suppressants/Opioid Analgesics"
"57839"	"22033611000001107"	"14608021"	"Co-codamol 15mg/500mg tablets (Waymade Healthcare Plc)"	"Codeine phosphate/Paracetamol"	"15mg + 500mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"57865"	"22786711000001103"	"17206021"	"Co-codamol 30mg/500mg caplets (Actavis UK Ltd)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"57900"	"22785311000001107"	"17205021"	"Co-codamol 30mg/500mg caplets (A A H Pharmaceuticals Ltd)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"57929"	"22010911000001104"	"47329020"	"Co-codamol 8mg/500mg capsules (Waymade Healthcare Plc)"	"Codeine phosphate/Paracetamol"	"8mg + 500mg"	"Capsule"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"58131"	"22639111000001106"	"16684021"	"Codeine 15mg/5ml linctus sugar free (DE Pharmaceuticals)"	"Codeine phosphate"	"3mg/1ml"	"Oral solution"	"Oral"	"03090100"	"Cough Suppressants"
"58288"	"22633711000001109"	"16709021"	"Co-codamol 30mg/500mg capsules (DE Pharmaceuticals)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Capsule"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"58501"	"23260511000001108"	"17422021"	"Co-codamol 30mg/500mg caplets (AM Distributions (Yorkshire) Ltd)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"58636"	"8990311000001104"	"69515020"	"Co-codamol 8mg/500mg effervescent tablets (Teva UK Ltd)"	"Codeine phosphate/Paracetamol"	"8mg + 500mg"	"Effervescent tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"58848"	"20474611000001108"	"41380020"	"Dypracet 30mg/500mg tablets (Auden McKenzie (Pharma Division) Ltd)"	"Dihydrocodeine tartrate/Paracetamol"	"30mg + 500mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"58855"	"22011311000001105"	"47330020"	"Co-codamol 30mg/500mg capsules (Waymade Healthcare Plc)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Capsule"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"58909"	"3447111000001107"	"03082020"	"Codeine 15mg/5ml linctus sugar free (Kent Pharmaceuticals Ltd)"	"Codeine phosphate"	"3mg/1ml"	"Oral solution"	"Oral"	"03090100"	"Cough Suppressants"
"59131"	"15611011000001104"	"04324020"	"Co-codamol 8mg/500mg capsules (Bayer Plc)"	"Codeine phosphate/Paracetamol"	"8mg + 500mg"	"Capsule"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"59442"	"23651811000001109"	"21373021"	"Co-codamol 30mg/500mg caplets (Phoenix Healthcare Distribution Ltd)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"59479"	"11005911000001106"	"04337020"	"Co-codamol 30mg/500mg capsules (Actavis UK Ltd)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Capsule"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"59705"	"22633911000001106"	"16707021"	"Co-codamol 8mg/500mg capsules (DE Pharmaceuticals)"	"Codeine phosphate/Paracetamol"	"8mg + 500mg"	"Capsule"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"59978"	"21944811000001102"	"47337020"	"Dihydrocodeine 30mg tablets (Waymade Healthcare Plc)"	"Dihydrocodeine tartrate"	"30mg"	"Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"59986"	"24033511000001103"	"21777021"	"Co-codamol 30mg/500mg tablets (M & A Pharmachem Ltd)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"59989"	"548711000001106"	"60123020"	"Dihydrocodeine 30mg tablets (Ranbaxy (UK) Ltd)"	"Dihydrocodeine tartrate"	"30mg"	"Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"60040"	"3546911000001102"	"12991020"	"Generic Migraleve Pink tablets"	"Buclizine hydrochloride/Paracetamol/Codeine phosphate"	"6.25mg + 500mg + 8mg"	"Tablet"	"Oral"	"04070200/04070401"	"Opioid Analgesics/Treatment Of Acute Migraine"
"60489"	"20454511000001107"	"41724020"	"Codeine 30mg suppositories"	"Codeine phosphate"	"30mg"	"Suppository"	"Rectal"	"04070200"	"Opioid Analgesics"
"60517"	"11403111000001102"	"75431020"	"Co-codamol 30mg/500mg effervescent tablets (Almus Pharmaceuticals Ltd)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Effervescent tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"60640"	"21946111000001102"	"47334020"	"Codeine 15mg tablets (Waymade Healthcare Plc)"	"Codeine phosphate"	"15mg"	"Tablet"	"Oral"	"01040200/03090100/04070200"	"Antimotility Drugs/Cough Suppressants/Opioid Analgesics"
"60958"	"23854211000001103"	"21375021"	"Codeine 15mg tablets (DE Pharmaceuticals)"	"Codeine phosphate"	"15mg"	"Tablet"	"Oral"	"01040200/03090100/04070200"	"Antimotility Drugs/Cough Suppressants/Opioid Analgesics"
"61049"	"22082211000001106"	"14665021"	"Codeine 15mg/5ml linctus (Waymade Healthcare Plc)"	"Codeine phosphate"	"3mg/1ml"	"Oral solution"	"Oral"	"03090100"	"Cough Suppressants"
"61091"	"21948511000001107"	"47336020"	"Codeine 60mg tablets (Waymade Healthcare Plc)"	"Codeine phosphate"	"60mg"	"Tablet"	"Oral"	"01040200/03090100/04070200"	"Antimotility Drugs/Cough Suppressants/Opioid Analgesics"
"61372"	"280011000001106"	"04300020"	"Co-dydramol 10mg/500mg tablets (Kent Pharmaceuticals Ltd)"	"Paracetamol/Dihydrocodeine tartrate"	"500mg + 10mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"61647"	"19794111000001101"	"38870020"	"Co-codamol 15mg/500mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Codeine phosphate/Paracetamol"	"15mg + 500mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"61698"	"13893011000001104"	"91554020"	"Co-dydramol 10mg/500mg/5ml oral solution"	"Paracetamol/Dihydrocodeine tartrate"	"100mg/1ml + 2mg/1ml"	"Oral solution"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"62169"	"5020311000001105"	"65245020"	"Co-codamol 8mg/500mg tablets (Vantage)"	"Paracetamol/Codeine phosphate"	"500mg + 8mg"	"Tablet"	"Oral"	"04070100"	"Non-opioid And Compound Analgesics"
"62228"	"23854511000001100"	"21376021"	"Codeine 30mg tablets (DE Pharmaceuticals)"	"Codeine phosphate"	"30mg"	"Tablet"	"Oral"	"01040200/03090100/04070200"	"Antimotility Drugs/Cough Suppressants/Opioid Analgesics"
"62635"	"871711000001104"	"04302020"	"Co-dydramol 10mg/500mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Paracetamol/Dihydrocodeine tartrate"	"500mg + 10mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"63547"	"21148111000001100"	"44223020"	"Codeine 1mg suppositories"	"Codeine phosphate"	"1mg"	"Suppository"	"Rectal"	"04070200"	"Opioid Analgesics"
"63551"	"18870211000001109"	"04321020"	"Co-codamol 8mg/500mg effervescent tablets (Vantage)"	"Codeine phosphate/Paracetamol"	"8mg + 500mg"	"Effervescent tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"63600"	"5147211000001108"	"53190020"	"Codeine phosphate powder (Martindale Pharmaceuticals Ltd)"	"Codeine phosphate"	"1mg/1mg"	"Not applicable"	"Route of administration not applicable"	"50030000"	"Extemporaneous Item"
"63658"	"45765001000027105"	"53770020"	"Co-codaprin 400/8 Tablet (Hillcross Pharmaceuticals Ltd)"	"Codeine Phosphate/Aspirin"	"400/8"	"Tablet"	""	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"63683"	"23995001000027105"	"51016020"	"Aspirin with codeine Dispersible tablet (Actavis UK Ltd)"	"Codeine phosphate/Aspirin"	"8mg + 400mg"	"Dispersible tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"63900"	"22637011000001101"	"16703021"	"Co-codamol 8mg/500mg tablets (DE Pharmaceuticals)"	"Paracetamol/Codeine phosphate"	"500mg + 8mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"64074"	"23855911000001106"	"21372021"	"Co-dydramol 10mg/500mg tablets (DE Pharmaceuticals)"	"Paracetamol/Dihydrocodeine tartrate"	"500mg + 10mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"64079"	"21944611000001101"	"47338020"	"Dihydrocodeine 10mg/5ml oral solution (Waymade Healthcare Plc)"	"Dihydrocodeine tartrate"	"2mg/1ml"	"Oral solution"	"Oral"	"04070200"	"Opioid Analgesics"
"64108"	"29003611000001106"	"48027021"	"Codeine 15mg tablets (Crescent Pharma Ltd)"	"Codeine phosphate"	"15mg"	"Tablet"	"Oral"	"01040200/03090100/04070200"	"Antimotility Drugs/Cough Suppressants/Opioid Analgesics"
"64368"	"27009811000001100"	"29690021"	"Paracetamol 500mg / Dihydrocodeine 30mg tablets (Icarus Pharmaceuticals Ltd)"	"Dihydrocodeine tartrate/Paracetamol"	"30mg + 500mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"64387"	"22636411000001108"	"16705021"	"Co-codamol 30mg/500mg tablets (DE Pharmaceuticals)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"64545"	"264411000001106"	"68823020"	"Co-codamol 8mg/500mg tablets (Aspar Pharmaceuticals Ltd)"	"Paracetamol/Codeine phosphate"	"500mg + 8mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"64726"	"29988011000001102"	"52898021"	"Co-codamol 15mg/500mg tablets (Galen Ltd)"	"Codeine phosphate/Paracetamol"	"15mg + 500mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"64751"	"754411000001107"	"04413020"	"Codeine 60mg/1ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)"	"Codeine phosphate"	"60mg/1ml"	"Solution for injection"	"Intramuscular"	"04070200"	"Opioid Analgesics"
"64752"	"29797511000001101"	"52237021"	"Codeine 30mg tablets (Sigma Pharmaceuticals Plc)"	"Codeine phosphate"	"30mg"	"Tablet"	"Oral"	"01040200/03090100/04070200"	"Antimotility Drugs/Cough Suppressants/Opioid Analgesics"
"65035"	"9788711000001108"	"71382020"	"Co-dydramol 10mg/500mg tablets (Almus Pharmaceuticals Ltd)"	"Paracetamol/Dihydrocodeine tartrate"	"500mg + 10mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"65092"	"30029611000001102"	"53444021"	"Co-codamol 30mg/500mg caplets (Mawdsley-Brooks & Company Ltd)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"65118"	"29003811000001105"	"48028021"	"Codeine 30mg tablets (Crescent Pharma Ltd)"	"Codeine phosphate"	"30mg"	"Tablet"	"Oral"	"01040200/03090100/04070200"	"Antimotility Drugs/Cough Suppressants/Opioid Analgesics"
"65245"	"30018711000001109"	"53448021"	"Codeine 30mg tablets (Mawdsley-Brooks & Company Ltd)"	"Codeine phosphate"	"30mg"	"Tablet"	"Oral"	"01040200/03090100/04070200"	"Antimotility Drugs/Cough Suppressants/Opioid Analgesics"
"65269"	"23854811000001102"	"21377021"	"Codeine 60mg tablets (DE Pharmaceuticals)"	"Codeine phosphate"	"60mg"	"Tablet"	"Oral"	"01040200/03090100/04070200"	"Antimotility Drugs/Cough Suppressants/Opioid Analgesics"
"65314"	"30772511000001106"	"57312021"	"Co-codamol 8mg/500mg caplets (Actavis UK Ltd)"	"Paracetamol/Codeine phosphate"	"500mg + 8mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"65440"	"9326411000001107"	"71808020"	"Co-codamol 30mg/500mg tablets (Mylan)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Tablet"	"Oral"	"04070100"	"Non-opioid And Compound Analgesics"
"65689"	"11648911000001102"	"29446020"	"Dihydrocodeine 30mg/5ml oral solution"	"Dihydrocodeine tartrate"	"6mg/1ml"	"Oral solution"	"Oral"	"04070200"	"Opioid Analgesics"
"65806"	"585411000001100"	"04289020"	"Co-codamol 8mg/500mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Paracetamol/Codeine phosphate"	"500mg + 8mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"65904"	"29795811000001108"	"52235021"	"Co-codamol 8mg/500mg capsules (Sigma Pharmaceuticals Plc)"	"Codeine phosphate/Paracetamol"	"8mg + 500mg"	"Capsule"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"66115"	"367411000001105"	"04407020"	"Codeine 60mg tablets (Kent Pharmaceuticals Ltd)"	"Codeine phosphate"	"60mg"	"Tablet"	"Oral"	"01040200/03090100/04070200"	"Antimotility Drugs/Cough Suppressants/Opioid Analgesics"
"66121"	"8457311000001105"	"19783020"	"Dihydrocodeine 10mg/5ml oral suspension"	"Dihydrocodeine tartrate"	"2mg/1ml"	"Oral suspension"	"Oral"	"04070200"	"Opioid Analgesics"
"66352"	"32399311000001108"	"62276021"	"Co-codamol 8mg/500mg caplets (Kent Pharmaceuticals Ltd)"	"Paracetamol/Codeine phosphate"	"500mg + 8mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"66538"	"14286711000001102"	"04323020"	"Co-codamol 8mg/500mg capsules (Alliance Healthcare (Distribution) Ltd)"	"Codeine phosphate/Paracetamol"	"8mg + 500mg"	"Capsule"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"66553"	"20352211000001105"	"40547020"	"Co-codamol 30mg/500mg effervescent tablets (AMCo)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Effervescent tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"66602"	"18084511000001109"	"37707020"	"Generic Solpadeine Max soluble tablets sugar free"	"Caffeine/Codeine phosphate/Paracetamol"	"30mg + 12.8mg + 500mg"	"Effervescent tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"66807"	"182435001000027107"	"72731020"	"Paracetamol with codeine phosphate peadiatric elixir"	"Codeine Phosphate/Paracetamol"	""	""	""	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"66893"	"30018511000001104"	"53447021"	"Codeine 15mg tablets (Mawdsley-Brooks & Company Ltd)"	"Codeine phosphate"	"15mg"	"Tablet"	"Oral"	"01040200/03090100/04070200"	"Antimotility Drugs/Cough Suppressants/Opioid Analgesics"
"66904"	"31920011000001102"	"61352021"	"Co-codamol 8mg/500mg caplets (Wockhardt UK Ltd)"	"Paracetamol/Codeine phosphate"	"500mg + 8mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"67106"	"32474211000001102"	"66020021"	"Co-codamol 30mg/500mg caplets (Wockhardt UK Ltd)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"67751"	"11426011000001104"	"77558020"	"Codeine 30mg tablets (Almus Pharmaceuticals Ltd)"	"Codeine phosphate"	"30mg"	"Tablet"	"Oral"	"01040200/03090100/04070200"	"Antimotility Drugs/Cough Suppressants/Opioid Analgesics"
"67753"	"18145611000001105"	"78630020"	"Co-codamol 8mg/500mg tablets (Wockhardt UK Ltd)"	"Paracetamol/Codeine phosphate"	"500mg + 8mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"67779"	"15037811000001104"	"76249020"	"Co-dydramol 10mg/500mg tablets (Wockhardt UK Ltd)"	"Paracetamol/Dihydrocodeine tartrate"	"500mg + 10mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"68252"	"21032311000001106"	"43837020"	"Co-codamol 30mg/500mg tablets (Bristol Laboratories Ltd)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"68509"	"23525001000027108"	"50959020"	"Codeine phosphate 30mg Tablet (Celltech Pharma Europe Ltd)"	"Codeine phosphate"	"30mg"	"Tablet"	"Oral"	"01040200/04070200"	"Antimotility Drugs/Opioid Analgesics"
"68538"	"11815411000001101"	"30073020"	"Codeine 30mg/5ml oral solution"	"Codeine phosphate"	"6mg/1ml"	"Oral solution"	"Oral"	"01040200/03090100/04070200"	"Antimotility Drugs/Cough Suppressants/Opioid Analgesics"
"68562"	"4435411000001107"	"14037020"	"Generic Syndol caplets"	"Paracetamol/Codeine phosphate/Doxylamine succinate/Caffeine"	"450mg + 10mg + 5mg + 30mg"	"Tablet"	"Oral"	"00000000"	"Unknown"
"68861"	"30046011000001101"	"53449021"	"Codeine 25mg/5ml oral solution (DE Pharmaceuticals)"	"Codeine phosphate"	"5mg/1ml"	"Oral solution"	"Oral"	"01040200/03090100/04070200"	"Antimotility Drugs/Cough Suppressants/Opioid Analgesics"
